listing_id,title,monthly_rent_npr,area_sqft_approx,road_width_ft,location,ward,municipality,district,property_type,house_type,direction,bedrooms,bathrooms,living_rooms,kitchens,total_rooms,parking,built_up_sqft,no_of_flats,built_year,description,city,source
7521,House on rent at Baneshwor kathmandu,125000.0,1369.0,13.0,"Baneshwor Kathmandu Metropolis Kathmandu, Bagmati",,Baneshwor Kathmandu Metropolis,Kathmandu,house,Residential,South,4.0,2.0,1.0,1.0,,Car 1,,,Select Year,"फराकिलो र उज्यालो भित्रीभाग,आधुनिक जीवनयापनको लागि उपयुक्त। Semi-furnished House on Rent at Baneshwor,kathmandu Key Features: Property Code:-HR 127 Rent Price:- 1.25 lakh /month Location:-Baneshwor Bedrooms:-4 Bathrooms:-2 Living Hall:-1 Modular Kitchen & Dining:-1 Facing:- south Parking:-1Car, Few Bikes Road Access:-13 Ft Furnishing:- Semi-Furnished Storey:-2 Contact Us Phone Numbers –  984-5877861 –  9762791734 –  9762791735 – 9864032233 – 9766389438 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution — For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
7496,House on rent at Dhapasi height,200000.0,4107.0,13.0,"Dhapasi Kathmandu Metropolis Kathmandu, Bagmati",,Dhapasi Kathmandu Metropolis,Kathmandu,house,Residential,South,5.0,5.0,1.0,1.0,,Car 1,,,Select Year,"फराकिलो र उज्यालो भित्रीभाग,आधुनिक जीवनयापनको लागि उपयुक्त। Fully-furnished House on Rent at Dhapasi height kathmandu Key Features: Property Code:-H 123 Rent Price:- 2lakh /month Location:- Dhapasi height prime residential area,kathmandu Bedrooms:-5 Bathrooms:-4 Attached +1 common bathroom Living Hall:-1 Modular Kitchen & Dining:-1 Facing:- south Parking:-1Car, Few Bikes Road Access:-13Ft Furnishing:- Full-Furnished Storey:-2 Contact Us Phone Numbers –   984-5877861 Aryan Sir –   9762791734 Bishwaraj Sir –   9762791735 Office –  9864032233 Amit Sir –  9766389438 Tribhuvan Sir Facilities –   Electricity –   Cable Connection –   Peaceful Environment –   24/7 Water Supply –   No Vehicle & Sound Pollution — For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket +4 Like Comment Share",kathmandu,gharghaderi.com
7495,House on Rent at Budhanilkantha,150000.0,1026.75,13.0,"Golfutar Budhanilkantha Kathmandu Metropolis Kathmandu, Bagmati",,Golfutar Budhanilkantha Kathmandu Metropolis,Kathmandu,house,Residential,South,5.0,3.0,1.0,1.0,,Car 1,,,Select Year,"फराकिलो र उज्यालो भित्रीभाग,आधुनिक जीवनयापनको लागि उपयुक्त। Fully-furnished House on Rent at Budhanilkantha kathmandu Key Features: Property Code:-H 121 Rent Price:- 150k /month Location:- Gulfutar, Budhanilkantha kathmandu Bedrooms:-5 (2 extra room) Bathrooms:-3 Living Hall:-1 Modular Kitchen & Dining:-1 Facing:- south Parking:-1Car, Few Bikes Road Access:-13Ft Furnishing:- Full-Furnished Storey:-2 Contact Us Phone Numbers –  984-5877861 Aryan Sir –  9762791734 Bishwaraj Sir –  9762791735 Office – 9864032233 Amit Sir – 9766389438 Tribhuvan Sir ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution — For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
7428,4 bhk House On Rent at Baneshwor 1 lakh 25 thousand,125000.0,,16.0,"Baneshwor Kathmandu Metropolis Kathmandu, Bagmati",,Baneshwor Kathmandu Metropolis,Kathmandu,house,Residential,South,4.0,2.0,1.0,1.0,,Car 1,,1.5,Select Year,"4BHK House on Rent at Baneshwor,Kathmandu! Key Features: Property Code:-HR 112 Rent-Price :- 125000/month Bedrooms:-4 Bathrooms:-2 Living Hall:-1 Modular Kitchen & Dining:-1 Facing:- South Furnishings: Full-Furnished Parking:-1Car, Few Bikes Road Access:- 16 Ft Location:- Baneshwor,Kathmandu Storey:-3 Contact Us Phone Numbers –  984-5877861 Aryan Sir –  9762791734 Bishwaraj Sir –  9762791735 Office – 9864032233 Amit Sir – 9766389438 Tribhuvan Sir ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution — For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ /> Facebook Page: [Indus Property]( /> Instagram: [Contact Us]( />— #Induspropertynepal #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
7425,Brand New House is on Rent at Gulfutar,9500000.0,1540.12,16.0,"golfutar 8 Budhanilkantha Kathmandu, Bagmati",8.0,,Kathmandu,house,Residential,South,4.0,3.0,1.0,1.0,,Car 1,,1.5,Select Year,"House on Rent at Gulftar,Kathmandu! Key Features: Property Code:-HR 111 Rent-Price :- 95000/month Land Area :- 4.5 Anna Bedrooms:-4 Bathrooms:-3 Living Hall:-1 Modular Kitchen & Dining:-2 Facing:- South Furnishings: Full-Furnished Parking:-1Car, Few Bikes Road Access:- 16 Ft Location:- Gulftar,Kathmandu Storey:-3 Contact Us Phone Numbers –  984-5877861 Aryan Sir –  9762791734 Bishwaraj Sir –  9762791735 Office – 9864032233 Amit Sir – 9766389438 Tribhuvan Sir ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution — For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us](",kathmandu,gharghaderi.com
7378,House On Rent at Bishalnagar 4 lakh per month,400000.0,,20.0,"bishalnagar Kathmandu Metropolis Kathmandu, Bagmati",,bishalnagar Kathmandu Metropolis,Kathmandu,house,Bungalow,North,12.0,4.0,1.0,2.0,,Cars 10-15,,1.0,Select Year,"Your Dream Home Awaits! 4BHK Bungalow on Rent at Bishalnagar,Kathmandu! Key Features: Property Code:-IPAR-B 2002 Rent :- 4,00,000/month Bedrooms:-12 Bathrooms:-4 Living Hall:-1 Modular Kitchen & Dining:-2 Facing:- North Furnishings: Fully-Furnished Parking:-8Car, Few Bikes Road Access:- 20 Ft Location:- Bishalnagar,Kathmandu Storey:-1 Contact Us Phone Numbers –  984-5877861 Aryan Sir –  9762791734 Bishwaraj Sir –  9762791735 Office – 9864032233 Amit Sir – 9766389438 Tribhuvan Sir ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution — For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ /> Facebook Page: [Indus Property]( /> Instagram: [Contact Us]( />— #Induspropertynepal #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
7361,Bungalow on Rent at Tahachal,120000.0,,20.0,"Tahachal Kathmandu Metropolis Kathmandu, Bagmati",,Tahachal Kathmandu Metropolis,Kathmandu,house,Bungalow,West,4.0,2.0,1.0,1.0,5.0,Car 1,,1.0,Select Year,"Your Dream Home Awaits! 4BHK Bungalow on Rent at Tahachal,Kathmandu! Key Features: Property Code:-IPAR-B 2001 Rent :- 1,20,000 Bedrooms:-4 Bathrooms:-2 Living Hall:-1 Modular Kitchen & Dining:-1 Facing:- North Furnishings: Semi-Furnished Parking:-1Car, Few Bikes Road Access:- 20 Ft Location:- Tahachal,Kathmandu Storey:-1 Contact Us Phone Numbers –  984-5877861 Aryan Sir –  9762791734 Bishwaraj Sir –  9762791735 Office – 9864032233 Amit Sir – 9766389438 Tribhuvan Sir ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution — For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
7307,House On Rent At Baneshwor 30 lakhs per month,300000.0,,28.0,"bane Kathmandu Metropolis Kathmandu, Bagmati",,bane Kathmandu Metropolis,Kathmandu,house,Semi-commercial,Select Direction,4.0,3.0,1.0,1.0,12.0,Cars 5-10,,2.5,Select Year,"Code:FHS492R Total land area 1 ropani If gardens removed easy parking space for 10 cars. 28ft commercial road with 75ft front facade of the house Ground floor:- 1 foyer with double ceiling 1 living room 1 dining 1 kitchen 1 store room 1 guest room 1 rest room 1st floor:- 3 bed room 1 store room 1 rest room 1 small room 2nd floor 1 room 1 puja room. 2 Storey servant quater ==================== Call Viber WhatsApp Wechat 9863680035,9813794428",kathmandu,gharghaderi.com
7240,"House For Rent At Baluwatar , Kathmandu",500000.0,3422.5,20.0,"Baluwatar 4 Kathmandu Metropolis Kathmandu, Bagmati",4.0,Kathmandu Metropolis,Kathmandu,house,Non-Furnished,South East,,11.0,,1.0,,Cars 5-10,1400.0,5.5,2077,"This extraordinary 5.5-storey marvel, strategically nestled just 200m inside from Nepal Rastra Bank, near the prestigious Chinese Embassy, is now up for grabs! Key Features:  5.5 Storeys of Versatile Space  7000 sqft of Opportunity  Ample Parking for 15 Vehicles ️ AC, Elevator, Generator Ideal for:  NGOs and INGOs  Capital Companies  Cutting-edge Labs  Hotels Or Restaurants  Banks and Financial Enterprises Dental Polyclinics  Contact Today: 9851023027",kathmandu,gharghaderi.com
7222,House On Rent At Mandikhatar sold,120000.0,2053.5,20.0,"Mandikatar Budhanilkantha Kathmandu, Bagmati",,,Kathmandu,house,Residential,East,6.0,5.0,3.0,3.0,,Cars 2,,3.0,2080,"Code :FHS487R Flat system house 6 bedroom,3 living, 3 kitchen 5 bathroom 24 hours water Near main road Parking space Best for all Rent 120k nego ================== Call Viber WhatsApp Wechat 9863680035,9813794428",kathmandu,gharghaderi.com
7185,House On Rent At Baluwatar  1 lakh 35 thousand rent per month sold,135000.0,3422.5,13.0,"Baluwatar Kathmandu Metropolis Kathmandu, Bagmati",,Baluwatar Kathmandu Metropolis,Kathmandu,house,Semi-commercial,Select Direction,6.0,4.0,1.0,1.0,,Cars 2,,2.5,Select Year,"Code:FHS486R 10 Aana land 6 bedroom,living, kitchen 4 bathroom 24 hours water Near main road Parking space Best for all Rent 1 lakh 35 thousand ===================== Call Viber WhatsApp Wechat 9863680035,9813794428",kathmandu,gharghaderi.com
7089,"House On Rent At Chundevi,Maharajgunj sold",300000.0,8214.0,16.0,"Chundevi 4 Kathmandu Metropolis Kathmandu, Bagmati",4.0,Kathmandu Metropolis,Kathmandu,house,Bungalow,West,6.0,4.0,1.0,1.0,10.0,Cars 3-5,,2.5,Select Year,"Code:FHS485R 24 aana land with garden 6 bedroom living kitchen 4 bathroom 24 hours hot/cold water Good for any propose Near pakistan embassy Big parking space Rent RS. 3 lakh ================== Call Viber WhatsApp 9863680035,9813794428 ⬆️⬆️⬆️⬆️⬆️⬆️⬆️ घर जग्गा खरिद बिक्रि गर्न घर फ्लट भाडमा लिन दिन हामीलाई सम्झनुहोस !!!!!!! FIX HOME SOLUTIONS maharajgunj,chakrapath Call: +97714720882",kathmandu,gharghaderi.com
7043,"An affordable house for rent at Kriti Colony, Chobhar",45000.0,1369.0,20.0,"Chobhar Kirtipur Kathmandu, Bagmati",,,Kathmandu,house,Residential,West,3.0,4.0,1.0,1.0,,Car 1,1680.0,2.5,2078,"A 2 and a half storey house located within Kriti Colony, Chobhar is being offered for lease. This semi-furnished house comprises of a 1 master bedroom with attached bathroom and balcony, 2 bedrooms, 3 bathrooms, 1 spacious lounge area, backyard space and parking available within the gates for smaller vehicles and 2 wheelers. This house also is fitted with Solar PV thermal for hot-water and inverter backup.",kathmandu,gharghaderi.com
6493,Bunglow house for rent  (affordable price),200000.0,,10.0,"Ganeshbasti , chundevi 4 Kathmandu Metropolis Kathmandu, Bagmati",4.0,Kathmandu Metropolis,Kathmandu,house,Choose Type,Select Direction,8.0,5.0,1.0,1.0,,Cars 2,,,2071,"Bunglow house for rent. 8 bedrooms,  one kitchen  and main bedrooms with attach bathrooms. The rental House is close by all the amenities shops,  hospital 1.7 km, airport 4.2 km and more.  If you are interested pls contact 9709605169 or 9709458469",kathmandu,gharghaderi.com
6467,Wanted house for rent immediately.,500000.0,27380.0,,"budhanilkantha Budhanilkantha Kathmandu, Bagmati",,,Kathmandu,house,Residential,Select Direction,20.0,20.0,5.0,5.0,20.0,,,3.0,Select Year,"तुरून्त घर भाडामा चाहियाे । लाेकेशनः-  नागार्जुन क्षेत्र, नगरकोट क्षेत्र, भैंसेपाटि क्षेत्र, बुढानिलाकण्ठ क्षेत्र, मच्छेगाउँ क्षेत्र, थानकोट क्षेत्र, गोदावरी क्षेत्र । सुनसान तथा वस्ती र बजारकाे काेलाहलबाट अलि टाढा peaceful environment भएकाे र धेरै काेठा सहित स्तरीय ट्वाइलेट, बाथरूम, किचेन भएकाे घर । हेर्दा चिटिक्क परेकाे, बगैचा भएकाे, सफा सुन्दर र मनाेरम वातावरण भएकाे । नजिकै मन्दिर, पार्क र जंगल भएकाे । घर संगै थप जग्गा पनि भएकाे र ४/५ वटा घर संगै भएकाे  । प्रशस्त पानी, विजुली, इन्टरनेट लगायतका सुविधाहरू भएकाे । एउटै क्षेत्र बनाउन मिल्ने ५ वटा घर भाडामा चाहियाे । यस्ताे Requirement काे घर जग्गा खाेज्न हजुरहरूबाट सहायता माग्दछाैँ । सम्पर्कमा भए वा खाेज्न सक्नुहुन्छ भने सम्पर्क गर्नुहाेला  । सम्पर्कः- 9762278095 वा  9812750802",kathmandu,gharghaderi.com
6428,Bungalow for rent in  prime location Dillibazar,175000.0,,30.0,"Baneshwor Kathmandu Metropolis Kathmandu, Bagmati",,Baneshwor Kathmandu Metropolis,Kathmandu,apartments,Bungalow,Select Direction,6.0,4.0,2.0,1.0,7.0,Cars 2,,2.5,2065,A duplex bungalow for rent in the prime location dillibazar is now available for rent. Its a 7BHK flat with 4 washroom. Parking space available with a small garden. A guardroom plus washroom. Contact: 9801090337 9807212158,kathmandu,gharghaderi.com
6197,House for Rent in Syuchatar 65k per month,65000.0,2224.62,12.0,"Syuchatar 6 Nagarjun Kathmandu, Bagmati",6.0,,Kathmandu,house,Residential,West,6.0,4.0,1.0,1.0,6.0,Cars 2,,2.5,2074,"The house in a semi furnished very peaceful environment which has 6 rooms and 4 bathroom, parking place available. Nothing to worry about water. The house is located at Green village society.",kathmandu,gharghaderi.com
6077,"Residental Bungalow House on rent at Italitar, Budanilkantha",320000.0,9240.75,13.0,"italitar Budhanilkantha Kathmandu, Bagmati",,,Kathmandu,house,Residential,West,5.0,3.0,2.0,1.0,,Cars 10-15,,2.5,2065,"𝐅𝐨𝐫 Rent: काठमाडौँ, बुडानिलकण्ठ नगरपालिका, इटालीटार, २७ आना जग्गामा निर्मित २.५ तले आकर्षक घर भाडामा छ। 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐂𝐨de: SSKTM345 अन्य जानकारीको लागि: Website:  YouTube: ========================= 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐃𝐞𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧: Land: 27 Aana Type: Bungalow Bedroom: 5 Bathroom: 3 Living: 2 Kitchen: 1 Furnishing: Semi Furnished Face: West Floor: 2.5 Storey Road: 16 Feet Parking: Yes Price: On Call Location:Italitar, Budanilkantha , Kathmandu For More Details: Whatsapp/Viber 🇳🇵+977 9801307990 ========================= 𝐅𝐨𝐫 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧: 𝐂𝐨𝐧𝐭𝐚𝐜𝐭 𝐃𝐞𝐭𝐚𝐢𝐥𝐬:  01- 4597400 (𝐃𝐮𝐫𝐢𝐧𝐠 𝐎𝐟𝐟𝐢𝐜𝐞 𝐇𝐨𝐮𝐫𝐬)  9801307990, 9851349120      Ratopul, Kathmandu #SaraSewa #SaraSewaNepal #RealEstateNepal #Sifal #KathmanduHouse #Rent",kathmandu,gharghaderi.com
6067,"Residental Bungalow House on rent at Sifal, KTM",350000.0,3764.75,16.0,"sifal Kathmandu Metropolis Kathmandu, Bagmati",,sifal Kathmandu Metropolis,Kathmandu,apartments,Residential,North,5.0,3.0,2.0,1.0,,Cars 3-5,,2.0,2071,"𝐅𝐨𝐫 𝐒𝐚𝐥𝐞: काठमाडौँ,काठमाडौँ  नगरपालिका, सिफल, सिफल मैदानबाट १०० मीटरको दुरीमा  ११ आना जग्गामा निर्मित २ तले आकर्षक घर भाडामा  छ। 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐂𝐨𝐝𝐞: SSKTM344 अन्य जानकारीको लागि: Website: YouTube: ========================= 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐃𝐞𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧: Land: 11 Aana Type: Bungalow Bedroom: 5 Bathroom: 3 Living: 2 Kitchen: 1 Furnishing: Furnished Face: North Floor: 2 Storey Road: 16 Feet Parking: Yes Price: On Call Location: Sifal, Kathmandu For More Details: Whatsapp/Viber 🇳🇵+977 9801307990 ========================= 𝐅𝐨𝐫 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧: 𝐂𝐨𝐧𝐭𝐚𝐜𝐭 𝐃𝐞𝐭𝐚𝐢𝐥𝐬: 01- 4597400 (𝐃𝐮𝐫𝐢𝐧𝐠 𝐎𝐟𝐟𝐢𝐜𝐞 𝐇𝐨𝐮𝐫𝐬) 9801307990, 9851349120 Ratopul, Kathmandu #SaraSewa #SaraSewaNepal #RealEstateNepal #Sifal #KathmanduHouse #Rent",kathmandu,gharghaderi.com
5911,"Residental Triplex House on sell at Goldhunga, tarakeshwpr",30000000.0,2053.5,13.0,"Goldhunga Tarakeshor Kathmandu, Bagmati",,,Kathmandu,house,Residential,South East,9.0,3.0,1.0,3.0,,Cars 2,,3.0,2078,"𝐅𝐨𝐫 𝐒𝐚𝐥𝐞: काठमाडौँ, तारकेश्वर नगरपालिका, गोलढुंगा, ६आना १ पैसा जग्गामा निर्मित ३ तले आकर्षक घर तुरुन्तै बिक्रीमा  छ। 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐂𝐨𝐝𝐞: अन्य जानकारीको लागि:Website: YouTube: ========================= 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐃𝐞𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧: Land: 6 Aana 1 Paisa Type: Triplex Bedroom: 9 Bathroom: 3 Living: 1 Kitchen: 3 Furnishing: Non-Furnished Face: South-East Floor: 3 Storey Road: 13 Feet Parking: Yes Price: On Call Location: Goldhunga, Tarakeshwor For More Details: Whatsapp/Viber 🇳🇵+977 9801307990 ========================= 𝐅𝐨𝐫 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧: 𝐂𝐨𝐧𝐭𝐚𝐜𝐭 𝐃𝐞𝐭𝐚𝐢𝐥𝐬: 01- 4597400 (𝐃𝐮𝐫𝐢𝐧𝐠 𝐎𝐟𝐟𝐢𝐜𝐞 𝐇𝐨𝐮𝐫𝐬) 9801307990, 9851349120 Ratopul, Kathmandu #SaraSewa #SaraSewaNepal #RealEstateNepal #Goldhunga  #TarakeshworHouse",kathmandu,gharghaderi.com
5885,Residental Bungalow House On Rent At Ratopul,180000.0,3764.75,13.0,"Ratopul Kathmandu Metropolis Kathmandu, Bagmati",,Ratopul Kathmandu Metropolis,Kathmandu,house,Bungalow,East,7.0,6.0,2.0,2.0,,Cars 3-5,,3.0,2066,"11 Aana Semi Furnished Bungalow House On Rent at Ratopul,KTM. 𝐅𝐨𝐫 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧: +977-9801307990 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐂𝐨𝐝𝐞:SSKTM283 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐃𝐞𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧: Land: 11 Aana Type: Bungalow Bedroom: 7 Bathroom: 6 Living: 2 Kitchen: 2 Furnishing: Semi Furnished Face: East Floor: 3 Storey Road: 13 Feet 🅿 Parking: Yes Price: On Call Location: Ratopul,KTM. 𝐂𝐨𝐧𝐭𝐚𝐜𝐭 𝐃𝐞𝐭𝐚𝐢𝐥𝐬: 01- 4597400 (𝐃𝐮𝐫𝐢𝐧𝐠 𝐎𝐟𝐟𝐢𝐜𝐞 𝐇𝐨𝐮𝐫𝐬) 9801307990, 9851349120 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐢𝐞𝐬: #SaraSewa #SaraSewaNepal #RealEstateNepal #Ratopul #KTMHouse",kathmandu,gharghaderi.com
5879,"Residental Bungalow House on rent at Chobhar,Kritipur.",70000.0,2224.62,13.0,"Chobhar Kirtipur Kathmandu, Bagmati",,,Kathmandu,house,Bungalow,South,3.0,5.0,1.0,1.0,,Cars 3-5,,2.5,2078,"6.5 Aana Semi Furnished Perfect Bungalow House on Rent At Chobhar,Kirtipur. 𝐅𝐨𝐫 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧: +977-9801307990 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐂𝐨𝐝𝐞:SSKTM294 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐃𝐞𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧: Land: 6.5 Aana. Type: Bungalow Bedroom: 3 Bathroom: 5 Living: 1 Kitchen: 1 Furnishing: Semi Furnished Face: South Road: 16 Feet 🅿 Parking: Yes Price: On Call Location: Chobhar,Kirtipur. 𝐂𝐨𝐧𝐭𝐚𝐜𝐭 𝐃𝐞𝐭𝐚𝐢𝐥𝐬: 01- 4597400 (𝐃𝐮𝐫𝐢𝐧𝐠 𝐎𝐟𝐟𝐢𝐜𝐞 𝐇𝐨𝐮𝐫𝐬) 9801307990, 9851349120 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐢𝐞𝐬: #SaraSewa #SaraSewaNepal #RealEstateNepal #Chobhar #KirtipurHouse",kathmandu,gharghaderi.com
5877,Residental Bungalow House on rent at Bansbari,170000.0,2053.5,16.0,"Bansbari Kathmandu Metropolis Kathmandu, Bagmati",,Bansbari Kathmandu Metropolis,Kathmandu,house,Residential,East,5.0,7.0,1.0,1.0,,Cars 3-5,,2.5,2075,"𝐅𝐨𝐫 𝐒𝐚𝐥𝐞: काठमाडौँ,काठमाडौँ  नगरपालिका, बाँसबारी, gangalal Hospital बाट ३०० मीटरको दुरीमा  ६ आना जग्गामा निर्मित २.५ तले आकर्षक घर भाडामा  छ। 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐂𝐨𝐝𝐞: SSKTM315 अन्य जानकारीको लागि: Website: YouTube: ========================= 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐃𝐞𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧: Land: 6 Aana Type: Bungalow Bedroom: 5 Bathroom: 6 Living: 1 Kitchen: 1 Furnishing: Semi-Furnished Face: East Floor: 2.5 Storey Road: 16 Feet Parking: Yes Price: On Call Location: Bansbari, Kathmandu For More Details: Whatsapp/Viber 🇳🇵+977 9801307990 ========================= 𝐅𝐨𝐫 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧: 𝐂𝐨𝐧𝐭𝐚𝐜𝐭 𝐃𝐞𝐭𝐚𝐢𝐥𝐬: 01- 4597400 (𝐃𝐮𝐫𝐢𝐧𝐠 𝐎𝐟𝐟𝐢𝐜𝐞 𝐇𝐨𝐮𝐫𝐬) 9801307990, 9851349120 Ratopul, Kathmandu #SaraSewa #SaraSewaNepal #RealEstateNepal #Bansbari #KathmanduHouse #Rent",kathmandu,gharghaderi.com
5860,house on rent at bansbari sold,300000.0,5476.0,,"Bansbari 3 Kathmandu Metropolis Kathmandu, Bagmati",3.0,Kathmandu Metropolis,Kathmandu,house,Residential,West,9.0,7.0,1.0,3.0,,Cars 3-5,,3.0,Select Year,"Code:FHS442R 9 rooms, 3 kitchen 6 bathroom (3 attached) house on near bansbari road 24 hours water Parking space Near from ringroad Rent Rs. 3 lakh nego ===================== Call Viber WhatsApp Wechat 9863680035,9813794428 ⬆️⬆️⬆️⬆️⬆️⬆️⬆️ घर जग्गा खरिद बिक्रि गर्न घर फ्लट भाडमा लिन दिन हामिलाई सम्झनुहोस !!!!!!!",kathmandu,gharghaderi.com
